smnno,first_month,amount,second_month,amount,third_month,amount 
SMN/481,JANUARY,13956,FEB,8268,MAR,11157
SMN/482,JANUARY,5604,FEB,12797,MAR,14812
SMN/483,JANUARY,10711,FEB,14824,MAR,14546
SMN/484,JANUARY,5016,FEB,5518,MAR,12390
SMN/485,JANUARY,14497,FEB,5603,MAR,5255
SMN/486,JANUARY,13980,FEB,13807,MAR,6473
SMN/487,JANUARY,14370,FEB,7668,MAR,11639
SMN/488,JANUARY,6826,FEB,5501,MAR,10023
SMN/489,JANUARY,7571,FEB,6350,MAR,13964
SMN/490,JANUARY,11499,FEB,7828,MAR,11758
SMN/491,JANUARY,8575,FEB,8333,MAR,6900
SMN/492,JANUARY,9763,FEB,9392,MAR,12569
SMN/493,JANUARY,5258,FEB,12791,MAR,10825
SMN/494,JANUARY,13753,FEB,14410,MAR,11392
SMN/495,JANUARY,12791,FEB,8304,MAR,6609
SMN/496,JANUARY,10903,FEB,10421,MAR,6496
SMN/497,JANUARY,12129,FEB,13732,MAR,12274
SMN/498,JANUARY,13831,FEB,7948,MAR,9430
SMN/499,JANUARY,9901,FEB,12690,MAR,5192
SMN/500,JANUARY,13198,FEB,6352,MAR,11731
SMN/501,JANUARY,13547,FEB,7212,MAR,5446
SMN/502,JANUARY,10023,FEB,13081,MAR,12142
SMN/503,JANUARY,9949,FEBRUARY,8039,MARCH,12432
SMN/504,JANUARY,9183,FEBRUARY,7438,MARCH,14118
SMN/505,JANUARY,11892,FEBRUARY,11798,MARCH,9160
SMN/506,JANUARY,6178,FEBRUARY,5338,MARCH,11261
SMN/507,JANUARY,5131,FEBRUARY,7081,MARCH,14681
SMN/508,JANUARY,13313,FEBRUARY,13095,MARCH,6937
SMN/509,JANUARY,5951,FEBRUARY,7062,MARCH,5444
SMN/510,JANUARY,6183,FEBRUARY,12516,MARCH,12724
SMN/511,JANUARY,6929,FEBRUARY,7017,MARCH,12282
SMN/512,JANUARY,8453,FEBRUARY,9588,MARCH,9641
SMN/513,JANUARY,7313,FEBRUARY,9810,MARCH,10427
SMN/514,JANUARY,12496,FEBRUARY,11672,MARCH,10628
SMN/515,JANUARY,8844,FEBRUARY,14373,MARCH,9813
SMN/516,JANUARY,7481,FEBRUARY,11143,MARCH,6966
SMN/517,JANUARY,9196,FEBRUARY,8852,MARCH,7998
SMN/518,JANUARY,10682,FEBRUARY,7089,MARCH,6842
SMN/519,JANUARY,8166,FEBRUARY,7160,MARCH,6264
SMN/520,JANUARY,8430,FEBRUARY,5169,MARCH,14523
SMN/521,JANUARY,7127,FEBRUARY,5445,MARCH,14585
SMN/522,JANUARY,10131,FEBRUARY,10213,MARCH,5729
SMN/523,JANUARY,9340,FEBRUARY,10135,MARCH,8580
SMN/524,JANUARY,10117,FEBRUARY,10750,MARCH,13318
